fighter_name,Height,Weight,Reach,Stance,DOB
Dan Cramer,"6' 2""",170 lbs.,,Orthodox,"Oct 31, 1985"
Dan Evensen,"6' 3""",250 lbs.,,Orthodox,"Jun 01, 1974"
Dan Hardy,"6' 0""",170 lbs.,"74""",Orthodox,"May 17, 1982"
Dan Henderson,"5' 11""",185 lbs.,"74""",Orthodox,"Aug 24, 1970"
Dan Hooker,"6' 0""",155 lbs.,"75""",Switch,"Feb 13, 1990"
Dan Ige,"5' 7""",145 lbs.,"71""",Orthodox,"Aug 06, 1991"
Dan Lauzon,"5' 10""",155 lbs.,,Orthodox,"Mar 30, 1988"
Dan Miller,"6' 1""",185 lbs.,"74""",Orthodox,"Jun 30, 1981"
Dan Moret,"6' 0""",155 lbs.,"73""",Southpaw,"Nov 21, 1986"
Dan O'Connor,"5' 4""",115 lbs.,,,"Nov 17, 1982"
Dan Severn,"6' 2""",250 lbs.,,Southpaw,"Jun 08, 1958"
Dan Stittgen,"6' 1""",170 lbs.,,Orthodox,"Nov 17, 1980"
Daniel Acacio,"5' 8""",180 lbs.,,Orthodox,"Dec 27, 1977"
Daniel Cormier,"5' 11""",235 lbs.,"72""",Orthodox,"Mar 20, 1979"
Daniel Gallemore,"6' 5""",265 lbs.,,,
Daniel Gracie,"6' 2""",225 lbs.,,Orthodox,
Daniel Jolly,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 03, 1984"
Daniel Kelly,"6' 0""",185 lbs.,"70""",Southpaw,"Oct 31, 1977"
Daniel McWilliams,"6' 1""",185 lbs.,,,
Daniel Omielanczuk,"6' 0""",247 lbs.,"74""",Southpaw,"Aug 31, 1982"
Daniel Pineda,"5' 7""",145 lbs.,"69""",Orthodox,"Aug 06, 1985"
Daniel Puder,"6' 3""",235 lbs.,,Orthodox,"Oct 09, 1981"
Daniel Roberts,"5' 10""",170 lbs.,"74""",Southpaw,"Aug 05, 1980"
Daniel Rodriguez,"6' 0""",155 lbs.,,,"Dec 31, 1986"
Daniel Sarafian,"5' 9""",185 lbs.,"73""",Orthodox,"Aug 21, 1982"
Daniel Schmitt,,185 lbs.,,,
Daniel Spitz,"6' 7""",245 lbs.,"82""",Orthodox,"Jul 31, 1990"
Daniel Spohn,"6' 4""",205 lbs.,"79""",Southpaw,"Oct 12, 1984"
Daniel Straus,"5' 7""",145 lbs.,,,"Jul 27, 1984"
Daniel Teymur,"5' 5""",145 lbs.,"69""",Orthodox,"Feb 03, 1988"
Daniel Weichel,"5' 10""",145 lbs.,,,"Nov 22, 1984"
Danielle Taylor,"5' 0""",115 lbs.,"60""",Orthodox,"Oct 25, 1989"
Danillo Villefort,"6' 1""",185 lbs.,,Orthodox,"May 08, 1983"
Danilo Belluardo,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 21, 1994"
Danny Abbadi,"5' 11""",155 lbs.,,Orthodox,"Jul 03, 1983"
Danny Castillo,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1979"
Danny Davis,"6' 2""",170 lbs.,,,"Jul 28, 1982"
Danny Downes,"6' 0""",155 lbs.,"72""",Orthodox,"Apr 08, 1986"
Danny Henry,"6' 0""",145 lbs.,"73""",Orthodox,"Jul 17, 1988"
Danny Martinez,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 14, 1985"
Danny Mitchell,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 08, 1986"
Danny Navarro,"5' 10""",155 lbs.,,,"May 27, 1983"
Danny Roberts,"6' 1""",170 lbs.,"74""",Southpaw,"Jul 14, 1987"
Dante Rivera,"6' 1""",185 lbs.,,Southpaw,"Dec 08, 1974"
Darko Stosic,"6' 0""",205 lbs.,"76""",Orthodox,"Feb 09, 1992"
Daron Cruickshank,"5' 8""",155 lbs.,"72""",Switch,"Jun 11, 1985"
Darrel Gholar,"5' 8""",194 lbs.,,Orthodox,
Darrell Horcher,"5' 10""",155 lbs.,"70""",Southpaw,"Jul 28, 1987"
Darrell Montague,"5' 6""",125 lbs.,"67""",Southpaw,"Nov 03, 1987"
Darren Elkins,"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984"
Darren Stewart,"6' 0""",185 lbs.,"74""",Orthodox,"Dec 30, 1990"
Darren Till,"6' 0""",170 lbs.,"74""",Southpaw,"Dec 24, 1992"
Darren Uyenoyama,"5' 6""",125 lbs.,"64""",Orthodox,"Oct 15, 1979"
Darrill Schoonover,"6' 2""",220 lbs.,,Orthodox,"Jul 18, 1985"
Darrion Caldwell,"5' 10""",135 lbs.,,,"Dec 19, 1987"
Darryl Cobb,"5' 9""",185 lbs.,,,"Aug 04, 1980"
Dashawn Boatwright,"6' 0""",205 lbs.,,Orthodox,"Feb 29, 1988"
Dashon Johnson,"5' 7""",145 lbs.,"70""",Orthodox,"Jan 25, 1988"
Dave Beneteau,"6' 2""",250 lbs.,,Orthodox,
Dave Berry,,,,,
Dave Cochran,"5' 6""",155 lbs.,,,"May 10, 1973"
Dave Courchaine,"5' 8""",170 lbs.,,,
Dave Dalgliesh,"6' 2""",205 lbs.,,Orthodox,"Apr 05, 1978"
Dave Galera,"5' 11""",135 lbs.,,Orthodox,"Jan 12, 1978"
Dave Herman,"6' 4""",242 lbs.,"76""",Orthodox,"Oct 03, 1984"
Dave Jansen,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 21, 1979"
Dave Martin,"6' 0""",205 lbs.,,,
Dave Menne,"5' 10""",170 lbs.,,Orthodox,"Jul 29, 1974"
Dave Phillips,"6' 0""",185 lbs.,,Orthodox,"Jan 12, 1980"
Dave Rickels,"5' 11""",155 lbs.,,,"Jan 05, 1989"
Dave Strasser,"5' 10""",170 lbs.,,Orthodox,"Jul 13, 1969"
Dave Terrel,"5' 8""",170 lbs.,,Southpaw,"May 10, 1978"
Dave Zitanick,,170 lbs.,,,"Mar 05, 1980"
Davey Grant,"5' 8""",135 lbs.,"69""",,"Dec 18, 1985"
Davi Ramos,"5' 6""",155 lbs.,"70""",Orthodox,"Nov 05, 1986"
David Abbott,"6' 0""",265 lbs.,,Switch,
David Avellan,"5' 9""",185 lbs.,,Orthodox,
David Baron,"5' 6""",155 lbs.,,Switch,"Feb 15, 1973"
David Barrios,"5' 6""",145 lbs.,,,
David Bielkheden,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 06, 1979"
David Blanco,"5' 7""",145 lbs.,,,
David Branch,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 26, 1981"
David Dodd,"6' 2""",200 lbs.,,Orthodox,"Sep 22, 1973"
David Douglas,"5' 11""",155 lbs.,,,"Aug 16, 1981"
David Gardner,"5' 11""",155 lbs.,,Orthodox,"May 17, 1977"
David Gomez,,155 lbs.,,,"Aug 08, 1983"
David Heath,"5' 11""",205 lbs.,"72""",Orthodox,"Feb 10, 1976"
David Hood,"6' 0""",200 lbs.,,,
David Hulett,"5' 10""",170 lbs.,,,"Sep 07, 1980"
David Kaplan,"5' 7""",155 lbs.,,Orthodox,"Nov 16, 1979"
David Lee,"5' 10""",155 lbs.,,Orthodox,
David Levicki,"6' 5""",275 lbs.,,,
David Loiseau,"6' 0""",185 lbs.,"76""",Orthodox,"Dec 17, 1979"
David Marshall,"6' 2""",170 lbs.,,,"Aug 24, 1984"
David Michaud,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 10, 1988"
David Mitchell,"6' 0""",170 lbs.,"76""",Orthodox,"Oct 24, 1979"
David Rasouli,"5' 7""",155 lbs.,,,
David Roberts,"6' 1""",170 lbs.,,Orthodox,"Nov 15, 1975"
David Smith,,155 lbs.,,,
David Terrell,"6' 1""",185 lbs.,,Southpaw,"Jan 09, 1978"
David Teymur,"5' 9""",155 lbs.,"73""",Southpaw,"May 01, 1989"
David Velasquez,"5' 5""",145 lbs.,,Orthodox,
David Zawada,"6' 0""",170 lbs.,"75""",Orthodox,"Aug 01, 1990"
Dayana Silva,"5' 7""",135 lbs.,,Orthodox,"Aug 27, 1990"
DeAnna Bennett,"5' 4""",125 lbs.,"68""",,"Nov 18, 1984"
DeMarco Villalona,"5' 9""",185 lbs.,,,
Dean Hancock,,155 lbs.,,,
Dean Lister,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 13, 1976"
Deiveson Figueiredo,"5' 5""",125 lbs.,"68""",Orthodox,"Dec 18, 1987"
Deividas Taurosevicius,"5' 9""",145 lbs.,"68""",Southpaw,"Aug 28, 1977"
Del Hawkins,"5' 5""",135 lbs.,,Orthodox,
Delson Heleno,"5' 11""",185 lbs.,,Orthodox,"Nov 16, 1977"
Demetrious Johnson,"5' 3""",125 lbs.,"66""",Orthodox,"Aug 13, 1986"
Demetrius Gioulacos,"5' 11""",185 lbs.,,,
Demian Maia,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977"
Denis Kang,"5' 11""",185 lbs.,"77""",Orthodox,"Sep 17, 1977"
Denis Sobolev,"6' 3""",216 lbs.,,Orthodox,
Denis Stojnic,"6' 0""",245 lbs.,,Orthodox,"Feb 02, 1980"
Dennis Bermudez,"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986"
Dennis Bryant,"6' 0""",205 lbs.,"72""",Orthodox,"Oct 18, 1985"
Dennis Dombrow,,145 lbs.,,,"Mar 17, 1986"
Dennis Hallman,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 02, 1975"
Dennis Olson,"6' 0""",170 lbs.,,,
Dennis Reed,,205 lbs.,,Orthodox,
Dennis Siver,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979"
Derek Anderson,"6' 0""",155 lbs.,,,"Feb 02, 1990"
Derek Bohi,"6' 4""",260 lbs.,,,
Derek Brunson,"6' 1""",185 lbs.,"77""",Southpaw,"Jan 04, 1984"
Derek Campos,"5' 9""",155 lbs.,,,"Apr 01, 1988"
Derek Downey,"6' 1""",185 lbs.,,Orthodox,"Apr 27, 1980"
Derek Getzel,"6' 0""",155 lbs.,,,
Deron Winn,"5' 6""",185 lbs.,"70""",Orthodox,"Jun 13, 1989"
Derrick Burnsed,,155 lbs.,,,
Derrick Krantz,"5' 10""",170 lbs.,"72""",Orthodox,"Jan 13, 1988"
Derrick Lewis,"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985"
Derrick Mehmen,"6' 4""",205 lbs.,,,"May 30, 1985"
Derrick Noble,"5' 9""",170 lbs.,,Southpaw,"Aug 14, 1978"
Deshaun Johnson,,167 lbs.,,,
Desmond Green,"5' 10""",155 lbs.,"73""",Southpaw,"Oct 11, 1989"
Devin Clark,"6' 0""",205 lbs.,"75""",Orthodox,"Apr 12, 1990"
Devin Cole,"6' 4""",240 lbs.,,Orthodox,"Oct 01, 1976"
Devin Johnson,,,,,
Devin Powell,"6' 0""",155 lbs.,"73""",Orthodox,"Mar 01, 1988"
Devonte Smith,"5' 9""",155 lbs.,"76""",Orthodox,"Jul 30, 1993"
Dewey Cooper,,205 lbs.,,,
Dhafir Harris,,257 lbs.,,,"Aug 04, 1977"
Dhiego Lima,"6' 2""",170 lbs.,"74""",Orthodox,"Jan 31, 1989"
Diana Belbita,"5' 7""",135 lbs.,,,
Diego Brandao,"5' 7""",145 lbs.,"68""",Orthodox,"May 27, 1987"
Diego Ferreira,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 18, 1985"
Diego Henrique da Silva,"6' 2""",185 lbs.,,Orthodox,"Aug 22, 1986"
Diego Nunes,"5' 6""",145 lbs.,"67""",Orthodox,"Nov 30, 1982"
Diego Rivas,"5' 8""",145 lbs.,"69""",Orthodox,"Nov 11, 1991"
Diego Sanchez,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981"
Diego Saraiva,"5' 6""",155 lbs.,,Orthodox,"Apr 23, 1982"
Dieusel Berto,"5' 9""",200 lbs.,,,
Dileno Lopes,"5' 5""",135 lbs.,"65""",,"Sep 26, 1984"
Dillon Smith,"6' 0""",170 lbs.,,,
Dimitiri Wanderley,,205 lbs.,,Orthodox,
Din Thomas,"5' 9""",155 lbs.,,Orthodox,"Sep 28, 1976"
Dino Pezao,,205 lbs.,,Orthodox,
Dion Staring,"6' 1""",235 lbs.,,Orthodox,"Jun 09, 1978"
Dmitri Stepanov,"6' 3""",217 lbs.,,Orthodox,
Dmitrii Smoliakov,"6' 2""",253 lbs.,"74""",Switch,"Aug 05, 1982"
Dmitry Poberezhets,"6' 3""",237 lbs.,,,"Jun 11, 1985"
Dmitry Sosnovskiy,"6' 3""",240 lbs.,"77""",Orthodox,"Jul 06, 1989"
Dokonjonosuke Mishima,"5' 7""",155 lbs.,,Southpaw,"Apr 19, 1972"
Dom Pilarte,"6' 0""",135 lbs.,"74""",Southpaw,"Jan 05, 1990"
Dominic Brown,"5' 11""",190 lbs.,,,"Jun 04, 1982"
Dominic Clark,"5' 10""",155 lbs.,,,"Aug 01, 1985"
Dominic Waters,"6' 1""",170 lbs.,"79""",Orthodox,"Apr 11, 1989"
Dominick Cruz,"5' 8""",135 lbs.,"68""",Orthodox,"Mar 09, 1985"
Dominick Reyes,"6' 4""",205 lbs.,"77""",Southpaw,"Dec 26, 1989"
Dominique Steele,"5' 10""",170 lbs.,"74""",Orthodox,"Jan 27, 1988"
Don Carlo-Clauss,,170 lbs.,,,
Don Frye,"6' 1""",219 lbs.,,Orthodox,"Nov 23, 1965"
Don Madge,"6' 0""",155 lbs.,"72""",Southpaw,"Nov 12, 1990"
Don'Tale Mayes,"6' 6""",260 lbs.,"82""",Orthodox,"Jan 16, 1992"
Donald Cerrone,"6' 1""",155 lbs.,"73""",Orthodox,"Mar 29, 1983"
Donald Sanchez,"5' 10""",145 lbs.,,,"Aug 18, 1984"
Donavon Frelow,"5' 7""",135 lbs.,,Orthodox,"Jan 20, 1985"
Dong Hyun Kim,"6' 2""",170 lbs.,"76""",Southpaw,"Nov 17, 1981"
Dong Hyun Ma,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 09, 1988"
Dong Sik Yoon,"6' 0""",185 lbs.,,Orthodox,"Aug 24, 1972"
Dongi Yang,"5' 10""",185 lbs.,"71""",Southpaw,"Dec 07, 1984"
Donnie Chappell,"5' 11""",178 lbs.,,Southpaw,
Donnie Liles,"5' 9""",170 lbs.,,Orthodox,
Donny Walker,"5' 9""",135 lbs.,,,"Jan 04, 1980"
Dooho Choi,"5' 10""",145 lbs.,"70""",Orthodox,"Apr 10, 1991"
Dorian Price,"6' 3""",170 lbs.,,Southpaw,"Aug 20, 1977"
Dos Caras Jr.,"6' 4""",225 lbs.,,Orthodox,"May 25, 1977"
Doug Evans,"5' 9""",155 lbs.,,Orthodox,"Oct 10, 1980"
Doug Kay,,,,,
Doug Marshall,"5' 10""",205 lbs.,,Orthodox,"Sep 09, 1975"
Douglas Lima,"6' 1""",170 lbs.,,,"Jan 05, 1988"
Douglas Silva de Andrade,"5' 7""",135 lbs.,"68""",Orthodox,"Jun 22, 1985"
Drakkar Klose,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 09, 1988"
Drew Brokenshire,,,,,
Drew Dimanlig,,185 lbs.,,,
Drew Dober,"5' 8""",155 lbs.,"70""",Southpaw,"Oct 19, 1988"
Drew Fickett,"5' 10""",155 lbs.,"70""",Orthodox,"Dec 14, 1979"
Drew McFedries,"6' 0""",185 lbs.,"72""",Southpaw,"Jul 27, 1978"
Drew Pendleton,,145 lbs.,,,"Dec 08, 1983"
Duane Ludwig,"5' 10""",170 lbs.,"70""",Orthodox,"Aug 04, 1978"
Duda Santana,"5' 7""",145 lbs.,"73""",Orthodox,"Jan 10, 1996"
Dustin Hazelett,"6' 1""",170 lbs.,"76""",Orthodox,"Apr 29, 1986"
Dustin Jacoby,"6' 4""",185 lbs.,"78""",Orthodox,"Apr 04, 1988"
Dustin Kimura,"5' 7""",135 lbs.,"71""",Orthodox,"May 21, 1989"
Dustin Moore,"5' 4""",125 lbs.,,,
Dustin Neace,"5' 9""",145 lbs.,,,"Sep 12, 1986"
Dustin Ortiz,"5' 5""",125 lbs.,"65""",Orthodox,"Dec 25, 1988"
Dustin Pague,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 05, 1987"
Dustin Poirier,"5' 9""",155 lbs.,"72""",Southpaw,"Jan 19, 1989"
Dustin West,"5' 11""",170 lbs.,,,
Dwayne Cason,"5' 10""",212 lbs.,,Orthodox,
Dwight Grant,"6' 1""",170 lbs.,"76""",Switch,"Sep 14, 1984"
Dylan Andrews,"6' 1""",185 lbs.,"73""",Switch,"Nov 15, 1979"
Ebenezer Fontes Braga,"6' 0""",199 lbs.,,Orthodox,"Apr 14, 1969"
Ed Herman,"6' 1""",205 lbs.,"77""",Orthodox,"Oct 02, 1980"
Ed Ratcliff,"5' 10""",155 lbs.,"71""",Orthodox,"Mar 05, 1983"
Eddie Alvarez,"5' 9""",155 lbs.,"69""",Orthodox,"Jan 11, 1984"
Eddie Gordon,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 22, 1983"
Eddie Mendez,"5' 10""",185 lbs.,"76""",,"Jan 16, 1984"
Eddie Ruiz,"5' 7""",155 lbs.,,Orthodox,"Jun 10, 1967"
Eddie Sanchez,"6' 2""",230 lbs.,"74""",Orthodox,"Nov 04, 1982"
Eddie Wineland,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 26, 1984"
Eddie Yagin,"5' 7""",145 lbs.,,Orthodox,"Mar 23, 1979"
Eddy Ellis,"5' 9""",170 lbs.,,Orthodox,
Eddy Millis,"6' 1""",185 lbs.,,,
Edgar Cardenas,,145 lbs.,,,
Edgar Garcia,"5' 10""",170 lbs.,"71""",Orthodox,"Feb 22, 1984"
Edilberto de Oliveira,"6' 0""",170 lbs.,,Orthodox,"Nov 22, 1982"
Edmen Shahbazyan,"6' 2""",185 lbs.,,Orthodox,"Nov 20, 1997"
Ednaldo Oliveira,"6' 5""",205 lbs.,"79""",Orthodox,"Feb 19, 1984"
Edson Barboza,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 21, 1986"
Edson Berto,"5' 6""",155 lbs.,,Orthodox,"Jul 05, 1983"
Edson Drago,"6' 4""",220 lbs.,,Orthodox,"Aug 29, 1977"
Edson Silva,,205 lbs.,,Orthodox,
Eduardo Bustillos,"5' 8""",135 lbs.,,,"Jun 02, 1987"
Eduardo Dantas,"5' 10""",135 lbs.,,,"Feb 03, 1989"
Eduardo Pamplona,"5' 11""",170 lbs.,,,"Feb 20, 1973"
Edward Faaloloto,,155 lbs.,"70""",,"Jul 15, 1984"
Edwin Aguilar,"5' 10""",185 lbs.,,,
Edwin DeWees,"6' 1""",185 lbs.,,Orthodox,"Aug 07, 1982"
Edwin Figueroa,"5' 7""",135 lbs.,"69""",Orthodox,"Jul 31, 1984"
Efrain Escudero,"5' 9""",155 lbs.,"70""",Orthodox,"Jan 15, 1986"
Egan Inoue,"5' 9""",190 lbs.,,Southpaw,"Jul 04, 1965"
Egidijus Valavicius,"6' 0""",200 lbs.,,Orthodox,
Eiji Ishikawa,"5' 10""",170 lbs.,,,"Oct 12, 1979"
Eiji Mitsuoka,"5' 7""",145 lbs.,,Southpaw,"Jan 01, 1976"
Elaina Maxwell,"5' 8""",145 lbs.,,Orthodox,"Dec 16, 1978"
Eldari Kurtanidze,"5' 6""",235 lbs.,,Orthodox,"Apr 16, 1972"
Eldo Xavier Dias,"5' 11""",180 lbs.,,,"Jul 16, 1964"
Eli Tamez,"5' 7""",135 lbs.,,,"Aug 22, 1985"
Elias Garcia,"5' 5""",125 lbs.,"67""",Southpaw,"Sep 13, 1992"
Elias Silverio,"5' 11""",155 lbs.,"73""",Orthodox,"Sep 22, 1986"
Elias Theodorou,"6' 1""",185 lbs.,"75""",Orthodox,"May 31, 1988"
Elias Urbina,"6' 3""",185 lbs.,"77""",Southpaw,"Oct 09, 1993"
Eliot Marshall,"6' 2""",205 lbs.,"77""",Orthodox,"Jul 07, 1980"
Elisha Helsper,"5' 6""",135 lbs.,,Orthodox,"Feb 06, 1983"
Elizabeth Phillips,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 20, 1986"
Elizeu Zaleski dos Santos,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 11, 1986"
Elvis Mutapcic,"6' 0""",185 lbs.,"72""",Orthodox,"Jul 19, 1986"
Elvis Sinosic,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 13, 1971"
Emanuel Newton,"6' 1""",205 lbs.,,,"Jan 02, 1984"
Emil Meek,"5' 11""",170 lbs.,"74""",Switch,"Aug 20, 1988"
Emiliano Sordi,"6' 2""",205 lbs.,,Orthodox,"Feb 15, 1991"
Emilio Chavez,"5' 9""",145 lbs.,,,
Emily Peters Kagan,"5' 3""",115 lbs.,"66""",,"Jul 14, 1981"
Emily Whitmire,"5' 5""",115 lbs.,"63""",,"May 24, 1991"
Emmanuel Sanchez,"5' 9""",145 lbs.,,,"Aug 11, 1990"
Emmanuel Yarborough,"6' 8""",770 lbs.,,Open Stance,"Sep 05, 1960"
Enrique Barzola,"5' 7""",145 lbs.,"70""",,"Apr 28, 1989"
Enrique Marin,"5' 10""",170 lbs.,"74""",,"Sep 02, 1986"
Enrique Watson,,185 lbs.,,,
Enson Inoue,"5' 10""",210 lbs.,,Orthodox,"Apr 15, 1967"
Eric Bedard,"6' 2""",239 lbs.,,,"Sep 11, 1984"
Eric Castile,"5' 8""",145 lbs.,,,
Eric Esch,"5' 11""",350 lbs.,,Orthodox,"Aug 03, 1968"
Eric Galvan,,155 lbs.,,,
Eric Irvin,"5' 8""",155 lbs.,,,"Jan 10, 1986"
Eric Jacob,,155 lbs.,,,
Eric Lawson,"6' 0""",185 lbs.,,Orthodox,
Eric Magana,,,,,
Eric Martin,,,,,
Eric Schafer,"6' 3""",185 lbs.,"75""",Orthodox,"Sep 20, 1977"
Eric Schambari,"5' 11""",185 lbs.,,Orthodox,"Apr 22, 1978"
Eric Schwartz,,205 lbs.,,,
Eric Shelton,"5' 6""",125 lbs.,"68""",Orthodox,"Feb 02, 1991"
Eric Smith,,,,Southpaw,
Eric Spicely,"6' 1""",185 lbs.,"73""",Orthodox,"Sep 29, 1986"
Eric Steenberg,,155 lbs.,,,"Jun 22, 1983"
Eric Wisely,"5' 8""",145 lbs.,,Southpaw,"Jul 25, 1984"
Eric Wray,"6' 0""",170 lbs.,,Orthodox,
Erick Montano,"6' 0""",170 lbs.,"73""",Orthodox,"Nov 19, 1985"
Erick Sanchez,"5' 10""",145 lbs.,,,"Oct 04, 1990"
Erick Silva,"6' 0""",170 lbs.,"74""",Orthodox,"Jun 21, 1984"
Erick Wanderlei,"6' 1""",205 lbs.,,Orthodox,
Ericka Almeida,"5' 6""",115 lbs.,"68""",,"Mar 05, 1989"
Erik Apple,"6' 0""",170 lbs.,,Orthodox,"Aug 26, 1977"
Erik Koch,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 04, 1988"
Erik Perez,"5' 8""",135 lbs.,"68""",Orthodox,"Nov 19, 1989"
Ernest Chavez,"5' 8""",145 lbs.,"70""",Orthodox,"Jun 27, 1983"
Ernie Verdicia,"5' 11""",199 lbs.,,Orthodox,
Errol Zimmerman,"6' 3""",185 lbs.,,Orthodox,"Apr 20, 1986"
Eryk Anders,"6' 1""",185 lbs.,"75""",Southpaw,"Apr 21, 1987"
Estefani Almeida,"5' 4""",125 lbs.,,Orthodox,"Oct 17, 1988"
Estevan Payan,"5' 10""",145 lbs.,"72""",Orthodox,"Mar 14, 1982"
Eugene Jackson,"5' 8""",185 lbs.,,Orthodox,"Sep 23, 1966"
Eugenio Tadeu,"5' 8""",160 lbs.,,Orthodox,
Eun Soo Lee,"6' 1""",215 lbs.,,Orthodox,"Mar 07, 1982"
Evan Dunham,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 18, 1981"
Evan Esguerra,,145 lbs.,,,
Evan Tanner,"6' 0""",185 lbs.,"74""",Orthodox,"Feb 11, 1971"
Evangelista Santos,"5' 10""",170 lbs.,"76""",Orthodox,"Dec 12, 1977"
Everett Cummings,,205 lbs.,,,
Everett Sims,"6' 5""",260 lbs.,"77""",Southpaw,"Sep 04, 1988"
Ewerton Teixeira,"6' 1""",242 lbs.,,,"Feb 13, 1982"
Fabian Gonzalez,"5' 10""",135 lbs.,,,
Fabiano Iha,"5' 8""",155 lbs.,,Orthodox,"Jul 28, 1970"
Fabiano Scherner,"6' 3""",257 lbs.,,Orthodox,"Jun 30, 1972"
Fabio Cherant,,205 lbs.,,,"Nov 25, 1994"
Fabio Gurgel,"6' 0""",205 lbs.,,Orthodox,
Fabio Maldonado,"6' 1""",205 lbs.,"75""",Orthodox,"Mar 17, 1980"
Fabio Mello,"5' 5""",155 lbs.,,Southpaw,
Fabio Nascimento,"5' 10""",185 lbs.,,Orthodox,
Fabio Silva,"5' 11""",205 lbs.,,Orthodox,"Mar 31, 1982"
Fabricio Camoes,"5' 10""",155 lbs.,"73""",Orthodox,"Dec 23, 1978"
Fabricio Guerreiro,"5' 10""",145 lbs.,,,"Jul 24, 1990"
Fabricio Werdum,"6' 4""",231 lbs.,"77""",Orthodox,"Jul 30, 1977"
Falaniko Vitale,"5' 10""",185 lbs.,,Orthodox,"Jul 14, 1974"
Fazlo Mulabitinovic,,135 lbs.,,,
Federico Lopez,"5' 4""",139 lbs.,,Orthodox,
Fedor Emelianenko,"6' 0""",230 lbs.,"74""",Orthodox,"Sep 28, 1976"
Felice Herrig,"5' 4""",115 lbs.,"65""",Orthodox,"Sep 18, 1984"
Felicia Spencer,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 29, 1990"
Felipe Arantes,"5' 8""",135 lbs.,"73""",Orthodox,"Feb 09, 1988"
Felipe Colares,"5' 9""",135 lbs.,"69""",Orthodox,"Mar 31, 1994"
Felipe Olivieri,"5' 9""",155 lbs.,"72""",Orthodox,"Apr 12, 1985"
Felipe Portela,,170 lbs.,,,"Nov 23, 1987"
Felipe Silva,"6' 0""",155 lbs.,"77""",Orthodox,"May 08, 1984"
Felix Lee Mitchell,,,,Orthodox,
Fernando Bettega,,170 lbs.,,,"Mar 10, 1980"
Fernando Bruno,"5' 6""",145 lbs.,"70""",,"Feb 24, 1982"
Fernando Gonzalez,"5' 9""",170 lbs.,"68""",Southpaw,"Sep 15, 1983"
Filip Pejic,"5' 8""",135 lbs.,"70""",Orthodox,"Jul 21, 1992"
Fiona Muxlow,"5' 4""",145 lbs.,,,"May 13, 1977"
Flavio Luiz Moura,"5' 11""",183 lbs.,,Open Stance,
Floyd Sword,"6' 0""",185 lbs.,,Orthodox,"Aug 24, 1976"
Forrest Griffin,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 16, 1979"
Forrest Petz,"5' 9""",170 lbs.,"71""",Orthodox,"Sep 22, 1975"
Francesco Maturi,,,,,
Francimar Barroso,"6' 1""",205 lbs.,"75""",Orthodox,"Feb 28, 1980"
Francis Carmont,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 11, 1981"
Francis Ngannou,"6' 4""",250 lbs.,"83""",Orthodox,"Sep 05, 1986"
Francisco Bueno,"5' 9""",225 lbs.,,Orthodox,
Francisco France,"6' 0""",205 lbs.,,,"Jan 21, 1983"
Francisco Rivera,"5' 8""",135 lbs.,"68""",Orthodox,"Oct 08, 1981"
Francisco Trevino,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 17, 1981"
Francisco Trinaldo,"5' 9""",155 lbs.,"70""",Southpaw,"Aug 24, 1978"
Francois Botha,"6' 2""",260 lbs.,,Orthodox,"Sep 28, 1968"
Frank Camacho,"5' 10""",170 lbs.,"73""",Orthodox,"May 18, 1989"
Frank Caracci,,,,,
Frank Gomez,"5' 10""",135 lbs.,"67""",Orthodox,"Mar 31, 1986"
Frank Hamaker,,,,,
Frank Lester,"5' 11""",170 lbs.,,Orthodox,"Jun 10, 1984"
